CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2024-00045156,0 Block SALMON ST,06/08/2024 02:13:11 AM,6,2024,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,SHerr
2024-00033668,WARRINGTON ST &  EMERSON ST,05/03/2024 09:57:00 PM,5,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RBallinger
2024-00033668,WARRINGTON ST &  EMERSON ST,05/03/2024 09:57:00 PM,5,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,RBallinger
2024-00069659,NIAGARA ST &  LAURA ST,08/24/2024 05:44:00 PM,8,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TJones
2024-00042157,N MAIN ST &  CAROLINE ST,05/30/2024 12:38:00 PM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JNajarian
2024-00033416,OCEAN ST &  PAVILION AVE,05/03/2024 01:52:52 AM,5,2024,Traffic Violation,31-8-2,Parking or MV Violation,1,BMcDonnell
2024-00079928,MARSHALL ST &  MEADER ST,09/25/2024 07:48:37 AM,9,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00051286,TEMPLE ST &  POTTERS AVE,06/26/2024 01:43:25 AM,6,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EDelgado
2024-00034584,TINGLEY ST &  ACORN ST,05/07/2024 01:07:01 AM,5,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JWagnac
2024-00047560,TINGLEY ST &  ACORN ST,06/15/2024 03:35:09 AM,6,2024,Traffic Violation,31-22-22(g),No seat belt - Operator,1,HViruet
2024-00047560,TINGLEY ST &  ACORN ST,06/15/2024 03:35:09 AM,6,2024,Traffic Violation,31-22-22(f)(n),No Seat Belt - Passenger,1,HViruet
2024-00047560,TINGLEY ST &  ACORN ST,06/15/2024 03:35:09 AM,6,2024,Traffic Violation,31-22-22(f)(n),No Seat Belt - Passenger,1,HViruet
2024-00047560,TINGLEY ST &  ACORN ST,06/15/2024 03:35:09 AM,6,2024,Traffic Violation,31-22-22(f)(n),No Seat Belt - Passenger,1,HViruet
2024-00047560,TINGLEY ST &  ACORN ST,06/15/2024 03:35:09 AM,6,2024,Traffic Violation,31-12-3,Obedience to Police Officers,1,HViruet
2024-00500683,0 Block JASTRAM ST,05/07/2024 11:11:04 AM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00041813,0 Block HENDRICK ST,05/29/2024 09:56:51 AM,5,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,YGonzalez
2024-00041813,0 Block HENDRICK ST,05/29/2024 09:56:51 AM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,YGonzalez
2024-00039371,RUGGLES ST &  CHALKSTONE AVE,05/22/2024 03:06:00 PM,5,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MLabutti
2024-00066331,100 Block SUNSET AVE,08/13/2024 04:25:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,ABrodeur
2024-00066331,100 Block SUNSET AVE,08/13/2024 04:25:00 PM,8,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,ABrodeur
2024-00066331,100 Block SUNSET AVE,08/13/2024 04:25:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ABrodeur
2024-00060119,MERCY ST &  ETHAN ST,07/23/2024 05:25:00 PM,7,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MPesola
2024-00060119,MERCY ST &  ETHAN ST,07/23/2024 05:25:00 PM,7,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MPesola
2024-00084483,0 Block TRENTON ST,10/09/2024 04:01:00 PM,10,2024,Auto Fire,Not Used,No violations,0,LPelaez
2024-00045019,ANCHOR ST &  APPIAN ST,06/07/2024 07:39:00 PM,6,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SCampbell
2024-00045019,ANCHOR ST &  APPIAN ST,06/07/2024 07:39:00 PM,6,2024,Weapons,11-47-8-E,POSSESSION OF GHOST GUN - 3D PRINTED FIREARM,1,SCampbell
2024-00081117,WEYBOSSET ST &  CUSTOM HOUSE ST,09/28/2024 11:41:07 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SHerr
2024-00049183,400 Block ORMS ST,06/19/2024 04:08:00 PM,6,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00068000,WASHINGTON PL &  CANAL ST,08/19/2024 08:50:08 AM,8,2024,Suspicious Person,Not Used,No violations,0,AElie
2024-00060226,0 Block COVELL ST,07/24/2024 01:38:03 AM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,KBaxter
2024-00040078,0 Block MONGENAIS ST,05/24/2024 04:04:00 PM,5,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MCarlone
2024-00041265,0 Block WATERPLACE PARK,05/27/2024 05:16:25 PM,5,2024,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,CMain
2024-00037042,0 Block WATERPLACE PARK,05/14/2024 09:13:38 PM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,CMain
2024-00052778,400 Block CHARLES ST,06/30/2024 11:26:00 PM,6,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RAnderson
2024-00052778,400 Block CHARLES ST,06/30/2024 11:26:00 PM,6,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,RAnderson
2024-00078249,100 Block ONTARIO ST,09/19/2024 06:42:00 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,KLudovici
2024-00054422,VIRGINIA LN &  FERNANDO ST,07/05/2024 05:01:00 PM,7,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JPalmer
2024-00054743,100 Block IVY ST,07/06/2024 06:27:00 PM,7,2024,Shots Fired,Not Used,No violations,0,PHourahan
2024-00052837,0 Block LEAH ST,07/01/2024 06:09:23 AM,7,2024,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,GSans-Souci
2024-00062188,WATERMAN ST &  HENDERSON EXPY,07/30/2024 05:47:00 PM,7,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,LPelaez
2024-00082627,ATWOOD ST &  DORA ST,10/03/2024 05:58:00 PM,10,2024,Traffic Violation,31-26-1,Duty to Stop in Accidents Resulting in Personal Injury or Death,1,JHeeder
2024-00082627,ATWOOD ST &  DORA ST,10/03/2024 05:58:00 PM,10,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,JHeeder
2024-00065671,0 Block TERRACE AVE,08/11/2024 03:47:00 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,NEastman
2024-00065671,0 Block TERRACE AVE,08/11/2024 03:47:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,NEastman
2024-00065671,0 Block TERRACE AVE,08/11/2024 03:47:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NEastman
2024-00035283,0 Block ITALY ST,05/09/2024 10:43:05 AM,5,2024,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/O $11000 - ALL OTH LARCENY,1,JLanier
2024-00035283,0 Block ITALY ST,05/09/2024 10:43:05 AM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLanier
2024-00035283,0 Block ITALY ST,05/09/2024 10:43:05 AM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JLanier
2024-00087832,300 Block HARTFORD AVE,10/20/2024 04:12:57 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AMendez
2024-00071143,300 Block MANTON AVE,08/29/2024 07:58:00 AM,8,2024,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,MRousseau
2024-00082715,0 Block ALDEN ST,10/04/2024 12:28:00 AM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MPetteruto
2024-00078811,100 Block 8TH ST,09/21/2024 01:01:00 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,DDiaz
2024-00031051,300 Block SMITH ST,04/25/2024 03:05:00 PM,4,2024,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,Central Station
2024-00055430,N MAIN ST &  WHITE ST,07/08/2024 09:33:00 PM,7,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JButen
2024-00050342,N MAIN ST &  CHURCH ST,06/23/2024 02:45:11 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MDuffy
2024-00050342,N MAIN ST &  CHURCH ST,06/23/2024 02:45:11 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MDuffy
2024-00050345,N MAIN ST &  CHURCH ST,06/23/2024 03:04:47 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MDuffy
2024-00047462,SPRUCE ST &  AMES ST,06/14/2024 09:40:00 PM,6,2024,"Fraud, Swindle",11-17-1.2,Forgery and Counterfeiting of Registration Plates,1,DSchiavulli
2024-00072123,SPRUCE ST &  AMES ST,09/01/2024 12:50:49 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSifontes
2024-00072123,SPRUCE ST &  AMES ST,09/01/2024 12:50:49 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MSifontes
2024-00062427,N MAIN ST &  8TH ST,07/31/2024 01:53:00 PM,7,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JNajarian
2024-00066906,N MAIN ST &  8TH ST,08/15/2024 02:02:00 PM,8,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,TJones
2024-00065260,0 Block DEXTER ST,08/10/2024 12:51:00 PM,8,2024,RI Statute Violation,8-8.1-3,PROTECTIVE ORDERS,1,MSandorse
2024-00070154,CHAFFEE ST &  MANTON AVE,08/26/2024 12:00:56 AM,8,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MSifontes
2024-00074940,0 Block VANDEWATER ST,09/09/2024 06:13:00 PM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JPalmer
2024-00053350,100 Block WAVERLY ST,07/02/2024 06:32:00 PM,7,2024,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,NULL
2024-00035469,100 Block HOPE ST,05/09/2024 08:58:00 PM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCastillo
2024-00037626,0 Block GREENWICH ST,05/16/2024 09:47:00 PM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,KLudovici
2024-00043808,0 Block TOBEY ST,06/03/2024 10:38:01 PM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DRamirez
2024-00050888,0 Block LEANDER ST,06/24/2024 08:51:00 PM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station
2024-00081664,0 Block ROUNDS AVE,09/30/2024 04:09:00 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00068690,500 Block CHALKSTONE AVE,08/21/2024 01:05:00 PM,8,2024,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JLugo
2024-00051709,0 Block PUTNAM ST,06/27/2024 01:42:00 PM,6,2024,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,ASubramaniam
2024-00039638,MAGNOLIA ST &  TROY ST,05/23/2024 08:29:00 AM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MAddai
2024-00059926,WENDELL ST &  MESSER ST,07/22/2024 11:01:00 PM,7,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NColicci
2024-00051653,N MAIN ST &  ELIZABETH ST,06/27/2024 10:35:00 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00086067,BRADFORD ST &  JONES ST,10/15/2024 01:22:34 AM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,HViruet
2024-00071099,HOLLIS ST &  PARADE ST,08/29/2024 01:03:00 AM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EPerry
2024-00071099,HOLLIS ST &  PARADE ST,08/29/2024 01:03:00 AM,8,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,EPerry
2024-00071099,HOLLIS ST &  PARADE ST,08/29/2024 01:03:00 AM,8,2024,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,EPerry
2024-00063429,0 Block FELIX ST,08/03/2024 08:41:00 PM,8,2024,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,IQuinn
2024-00055357,BOWDOIN ST &  HALE ST,07/08/2024 05:08:00 PM,7,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MPesola
2024-00038785,GROTTO AVE &  OLD TANNERY RD,05/20/2024 06:20:00 PM,5,2024,Suspicious Person,Not Used,No violations,0,PHourahan
2024-00079579,0 Block KENDALL ST,09/24/2024 12:09:26 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY-3RD OFFENSE,3,BO'Brien
2024-00066975,HAMILTON ST &  PUBLIC ST,08/15/2024 08:06:00 PM,8,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,DPfeiffer
2024-00051119,1000 Block BROAD ST,06/25/2024 03:32:00 PM,6,2024,Traffic Violation,31-26-1,Duty to Stop in Accidents Resulting in Personal Injury or Death,1,RCriner
2024-00033170,100 Block SABIN ST,05/02/2024 10:34:00 AM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,AWagoner
2024-00051605,100 Block SABIN ST,06/27/2024 06:00:19 AM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,CNicholls
2024-00081238,100 Block SABIN ST,09/29/2024 07:38:00 AM,9,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,KFacey
2024-00039606,0 Block MAWNEY ST,05/23/2024 02:02:00 AM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JGagnon
2024-00039606,0 Block MAWNEY ST,05/23/2024 02:02:00 AM,5,2024,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,JGagnon
2024-00050371,AMHERST ST &  BOWDOIN ST,06/23/2024 04:56:00 AM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LBoror
2024-00065608,NIAGARA ST &  STANWOOD ST,08/11/2024 12:49:58 PM,8,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00055322,0 Block SASSAFRAS ST,07/08/2024 03:13:00 PM,7,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2024-00077652,0 Block SASSAFRAS ST,09/17/2024 10:25:00 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,KLudovici
2024-00068333,0 Block REDWING ST,08/20/2024 10:23:25 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ADeschamps
2024-00086243,RUSSO ST &  PAUL ST,10/15/2024 04:41:00 PM,10,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MLabutti
2024-00052823,CONDUIT ST &  STEWART ST,07/01/2024 03:51:49 AM,7,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,VWilcox
2024-00052823,CONDUIT ST &  STEWART ST,07/01/2024 03:51:49 AM,7,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,VWilcox
2024-00053724,0 Block HUBER AVE,07/03/2024 07:46:00 PM,7,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00075664,0 Block GRAY ST,09/11/2024 11:09:02 PM,9,2024,"Larceny, Other",11-41-8,STEALING OF ANIMAL - ALL OTH LARCENY,1,RSavage
2024-00501707,200 Block WESTMINSTER ST,09/26/2024 01:22:49 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00069686,POE ST &  SWAN ST,08/24/2024 07:56:21 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,VWilcox
2024-00069686,POE ST &  SWAN ST,08/24/2024 07:56:21 PM,8,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,VWilcox
2024-00069686,POE ST &  SWAN ST,08/24/2024 07:56:21 PM,8,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,VWilcox
2024-00069686,POE ST &  SWAN ST,08/24/2024 07:56:21 PM,8,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2,VWilcox
2024-00048381,200 Block ADELAIDE AVE,06/17/2024 05:22:00 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AFrancis
2024-00058604,VERMONT AVE &  MICHIGAN AVE,07/18/2024 09:30:38 PM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MKelley
2024-00034814,SILVER SPRING ST &  COMMODORE ST,05/07/2024 06:46:00 PM,5,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez
2024-00087693,1300 Block SMITH ST,10/20/2024 06:00:07 AM,10,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JGuiot
2024-00051833,SUNBURY ST &  RIVER AVE,06/27/2024 08:51:00 PM,6,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,BMcKenna
2024-00070701,FRIENDSHIP ST &  SUMMER ST,08/27/2024 06:48:00 PM,8,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,JNajarian
2024-00067181,700 Block HARTFORD AVE,08/16/2024 03:49:00 PM,8,2024,"Fraud, Swindle",11-17-3,PASSING OF COUNTERFEIT CERT//BILLS/NOTES,1,MLeclerc
2024-00076407,BLUNDELL ST &  PAVILION AVE,09/14/2024 02:17:08 AM,9,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,PSaravia
2024-00076407,BLUNDELL ST &  PAVILION AVE,09/14/2024 02:17:08 AM,9,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,PSaravia
2024-00076407,BLUNDELL ST &  PAVILION AVE,09/14/2024 02:17:08 AM,9,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,PSaravia
2024-00072250,400 Block ANGELL ST,09/01/2024 11:57:00 AM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,LGianfrancesco
2024-00034525,100 Block KIMBALL ST,05/06/2024 09:15:00 PM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,ELane
2024-00034525,100 Block KIMBALL ST,05/06/2024 09:15:00 PM,5,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ELane
2024-00087803,0 Block BOWLET ST,10/20/2024 03:09:00 PM,10,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2024-00500863,0 Block ROSLYN AVE,06/03/2024 09:54:05 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00069025,0 Block SMART ST,08/22/2024 03:56:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MLabutti
2024-00069025,0 Block SMART ST,08/22/2024 03:56:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLabutti
2024-00071580,0 Block ENTERPRISE ST,08/30/2024 02:49:00 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2024-00077329,100 Block SWIFT ST,09/16/2024 07:12:00 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2024-00077329,100 Block SWIFT ST,09/16/2024 07:12:00 PM,9,2024,Municipal Code Violation,Sec. 16-10.,Noise--Prohibited generally.,1,Central Station
2024-00051187,100 Block SWIFT ST,06/25/2024 07:33:00 PM,6,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00046129,200 Block SESSIONS ST,06/10/2024 07:30:00 PM,6,2024,Suspicious Person,Not Used,No violations,0,Central Station
2024-00054508,0 Block VICKSBURG ST,07/05/2024 10:03:00 PM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JPalmer
2024-00047594,0 Block PEQUOT ST,06/15/2024 08:28:37 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSandorse
2024-00059855,100 Block FEDERAL ST,07/22/2024 06:12:00 PM,7,2024,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,SCooney
2024-00501490,300 Block KNIGHT ST,09/03/2024 03:21:06 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00046000,0 Block HOMER ST,06/10/2024 01:06:34 PM,6,2024,Auto Towed,Not Used,Parking or MV Violation,0,MRudolph
2024-00033455,200 Block AMHERST ST,05/03/2024 08:21:05 AM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,HVentura
2024-00071511,100 Block STANWOOD ST,08/30/2024 11:21:39 AM,8,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00082871,0 Block WAITE ST,10/04/2024 02:07:05 PM,10,2024,Larceny from Building,11-41-1,LARCENY/U $11000 - FROM BLD,1,MRoman
2024-00056357,100 Block CORNWALL ST,07/11/2024 10:30:00 PM,7,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LPrete
2024-00073793,0 Block DURHAM ST,09/06/2024 10:45:00 AM,9,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00061099,0 Block ANDEM ST,07/27/2024 12:44:59 AM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JWagnac
2024-00056206,0 Block CUTLER ST,07/11/2024 03:26:00 PM,7,2024,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,MPesola
2024-00031558,0 Block FAIRVIEW ST,04/27/2024 06:33:53 AM,4,2024,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,HViruet
2024-00031558,0 Block FAIRVIEW ST,04/27/2024 06:33:53 AM,4,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HViruet
2024-00031558,0 Block FAIRVIEW ST,04/27/2024 06:33:53 AM,4,2024,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,HViruet
2024-00031558,0 Block FAIRVIEW ST,04/27/2024 06:33:53 AM,4,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,HViruet
2024-00045711,0 Block FAIRVIEW ST,06/09/2024 04:05:00 PM,6,2024,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,ABrodeur
2024-00052289,900 Block MANTON AVE,06/29/2024 09:58:30 AM,6,2024,"Larceny, Other",11-52-4,COMPUTER THEFT-MISDEMEANOR - ALL OTH LARCENY,1,KWilliams
2024-00058689,900 Block MANTON AVE,07/19/2024 11:53:07 AM,7,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,EPedchenko
2024-00079697,0 Block GROSVENOR AVE,09/24/2024 12:32:22 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JDennis
2024-00049425,200 Block WEYBOSSET ST,06/20/2024 10:30:00 AM,6,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00083558,100 Block FRIENDSHIP ST,10/06/2024 12:25:00 PM,10,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2024-00057797,0 Block CHRISTOPHER ST,07/16/2024 09:39:00 AM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JBenros
2024-00046537,500 Block CHARLES ST,06/12/2024 06:11:09 AM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RBlaisdell
2024-00033325,300 Block CHARLES ST,05/02/2024 07:48:00 PM,5,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,RRaso
2024-00033325,300 Block CHARLES ST,05/02/2024 07:48:00 PM,5,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RRaso
2024-00082561,100 Block W PARK ST,10/03/2024 03:13:00 PM,10,2024,Larceny from Building,11-41-1,LARCENY/U $11000 - FROM BLD,1,Central Station
2024-00058405,300 Block ATWELLS AVE,07/18/2024 10:15:00 AM,7,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,SBrown
2024-00058405,300 Block ATWELLS AVE,07/18/2024 10:15:00 AM,7,2024,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,SBrown
2024-00057413,300 Block ATWELLS AVE,07/15/2024 12:16:00 AM,7,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00057413,300 Block ATWELLS AVE,07/15/2024 12:16:00 AM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
